,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
16169,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16170,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16171,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16172,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16173,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16174,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16175,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16176,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16177,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16178,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16179,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16180,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16181,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16182,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16183,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16184,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16170,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16171,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16172,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16173,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16174,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16175,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16176,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16177,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16178,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16179,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16180,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16181,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16182,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16183,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16184,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16185,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16186,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16187,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16188,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16189,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16175,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16176,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16177,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16178,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16179,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16180,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16181,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16182,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16183,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16184,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16185,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16186,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16187,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16188,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16189,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16190,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16191,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16192,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16193,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16194,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16180,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16181,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16182,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16183,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16184,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16185,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16186,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16187,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16188,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16189,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16190,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16191,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16192,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16193,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16194,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16195,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16196,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16197,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16198,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16199,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16185,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16186,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16187,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16188,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16189,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16190,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16191,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16192,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16193,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16194,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16195,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16196,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16197,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16198,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16199,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16200,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16201,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16202,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16203,"Applying, Evaluating",Procedural Knowledge,0,0,1,1,0,0,0,0,0,0,0
16204,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16190,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16191,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16192,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16193,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16194,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16195,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16196,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16197,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16198,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16199,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16200,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16201,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16202,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16203,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16204,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16205,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16206,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16207,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16208,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16209,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16195,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16196,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16197,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16198,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16199,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16200,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16201,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16202,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16203,Analyzing,"Conceptual Knowledge, Procedural Knowledge",1,0,0,0,0,0,0,0,0,0,0
16204,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16205,Analyzing,"Conceptual Knowledge, Procedural Knowledge",1,0,0,0,0,0,0,0,0,0,0
16206,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16207,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16208,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16209,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16210,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16211,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16212,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16213,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16214,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16200,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16201,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16202,"Analyzing, Creating",Procedural Knowledge,1,0,0,0,0,1,0,0,0,0,0
16203,"Analyzing, Creating",Procedural Knowledge,1,0,0,0,0,1,0,0,0,0,0
16204,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16205,"Analyzing, Creating",Procedural Knowledge,1,0,0,0,0,1,0,0,0,0,0
16206,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16207,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16208,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16209,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16210,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16211,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16212,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16213,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16214,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16215,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16216,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16217,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16218,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16219,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16205,"Analyzing,Evaluating","Conceptual Knowledge,Procedural Knowledge",1,0,1,0,0,0,0,0,0,0,0
16206,"Analyzing,Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16207,Applying,Factual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16208,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16209,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16210,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16211,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16212,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16213,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16214,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16215,"Understanding,Applying",Factual Knowledge,0,1,0,1,0,0,0,0,0,0,0
16216,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16217,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16218,"Understanding,Applying",Factual Knowledge,0,1,0,1,0,0,0,0,0,0,0
16219,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16220,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16221,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16222,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16223,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16224,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16210,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16211,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16212,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16213,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16214,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16215,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16216,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16217,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16218,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16219,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16220,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16221,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16222,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16223,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16224,-,-,0,0,0,0,0,0,0,0,0,0,2
16225,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16226,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16227,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16228,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16229,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16215,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16216,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16217,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16218,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16219,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16220,Analyzing,"Conceptual Knowledge, Procedural Knowledge",1,0,0,0,0,0,0,0,0,0,0
16221,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16222,Analyzing,"Conceptual Knowledge, Procedural Knowledge",1,0,0,0,0,0,0,0,0,0,0
16223,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
16224,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16225,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16226,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16227,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16228,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16229,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16230,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16231,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16232,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16233,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16234,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16220,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16221,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16222,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16223,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16224,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16225,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16226,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16227,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16228,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16229,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16230,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16231,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16232,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16233,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16234,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16235,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16236,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16237,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16238,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16239,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16225,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16226,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16227,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16228,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16229,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16230,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16231,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16232,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16233,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16234,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16235,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16236,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16237,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16238,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16239,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16240,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16241,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16242,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16243,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16244,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16230,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16231,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16232,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16233,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16234,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16235,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16236,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16237,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16238,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16239,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16240,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16241,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16242,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16243,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16244,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16245,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16246,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16247,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16248,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16249,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16235,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16236,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16237,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16238,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16239,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16240,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16241,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16242,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16243,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16244,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16245,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16246,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16247,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16248,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16249,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16250,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16251,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16252,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16253,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16254,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16240,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16241,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16242,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16243,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16244,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16245,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16246,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16247,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16248,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16249,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16250,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16251,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16252,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16253,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16254,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16255,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16256,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16257,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16258,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16259,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16245,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16246,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16247,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16248,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16249,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16250,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16251,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16252,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16253,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16254,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16255,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16256,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16257,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16258,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16259,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16260,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16261,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16262,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
